index,unit2_pos,unit1_beam_32,unit1_beam_64
1486,"[0.3500543913281645, 0.8506493503107972]",20,39
1487,"[0.4834465630777354, 0.08333333344868118]",11,20
1488,"[0.23443689579384538, 0.09956709948520759]",24,47
1489,"[0.5091644260246714, 0.865800865790879]",16,30
1490,"[0.08214117115803589, 0.877705627602264]",29,57
1491,"[0.5290942304220339, 0.0790043289159456]",8,14
1492,"[0.5614211530953579, 0.01839826837979277]",6,11
1493,"[0.6055910182397203, 0.8463203463932502]",12,24
1494,"[0.612528478477669, 0.051948051932073025]",4,7
1495,"[0.2241128055721043, 0.1071428573790456]",23,46
1496,"[0.5094517764431192, 0.7976190475146853]",12,26
1497,"[0.29859814043148786, 0.0930735929167999]",20,39
1498,"[0.6417971716495937, 0.05844155850048072]",2,4
1499,"[0.48642269248041237, 0.11363636363985903]",9,17
1500,"[0.43636214364119774, 0.03896103879525764]",12,23
1501,"[0.519180640795992, 0.0790043289159456]",9,17
1502,"[0.06180086616497417, 0.8993506491893621]",30,59
1503,"[0.0, 0.9209956709302572]",30,60
1504,"[0.4995792368810225, 0.7943722941535829]",13,25
1505,"[0.13924180538047817, 0.8333333332564348]",28,55
1506,"[0.5976067814732589, 0.0790043289159456]",5,8
1507,"[0.15346565137074128, 0.9967532464851004]",29,57
1508,"[0.6951006752779606, 0.10606060605361528]",4,7
1509,"[0.13185279448288503, 0.8603896102403074]",28,54
1510,"[0.4837133884787947, 0.061688311707786]",9,17
1511,"[0.3798156852236786, 0.0703463203118658]",15,29
1512,"[0.30980480696971285, 0.8073593072903983]",22,43
1513,"[0.0783029905000154, 0.13744588757022344]",29,57
1514,"[0.6855154861343118, 0.7510822511331839]",6,11
1515,"[0.21504074218401742, 0.012987013136815386]",24,48
1516,"[0.5195500913423301, 0.8138528138588059]",13,26
1517,"[0.3528047453937273, 0.764069263962405]",20,39
1518,"[0.27526118101836056, 0.03679653675958554]",22,42
1519,"[0.4585702263979222, 0.08874458869165856]",12,23
1520,"[0.07033927875094263, 0.13744588757022344]",30,59
1521,"[0.4411239506650633, 0.08658008665598646]",12,24
1522,"[0.6705937891299015, 0.04004329012068795]",2,2
1523,"[0.4526590176710974, 0.009740259775712974]",11,21
1524,"[0.5263849264204162, 0.11363636363985903]",7,13
1525,"[0.4242729008010727, 0.804112554083093]",17,34
1526,"[0.17429855708739242, 0.8344155842742709]",26,51
1527,"[0.10913158597059855, 0.04545454567125959]",28,55
1528,"[0.20600972885987562, 0.015151515172487487]",25,49
1529,"[0.7989983785330766, 0.7164502164092704]",2,4
1530,"[0.16541121898705846, 0.8701298700160203]",26,52
1531,"[0.2768621333663802, 0.9469696968962938]",25,49
1532,"[0.12637261139831588, 0.13311688303748784]",28,55
1533,"[0.7979310769434237, 0.8820346318274054]",6,11
1534,"[0.41359988506496614, 0.805194805100929]",17,33
1535,"[0.3757927792924891, 0.08874458869165856]",17,33
1536,"[0.5500913363798815, 0.06493506506888841]",6,11
1537,"[0.3657560394891959, 0.8106060606515006]",20,38
1538,"[0.5267954270161154, 0.03787878777742159]",7,13
1539,"[0.5900946203838304, 0.0790043289159456]",4,7
1540,"[0.7404199421252822, 0.7683982683413435]",4,7
1541,"[0.1915601075470823, 0.8430735930321478]",26,51
1542,"[0.5376531680399749, 0.8246753246523549]",12,22
1543,"[0.348309763756337, 0.8344155842742709]",20,39
1544,"[0.11689004741452974, 0.8820346318274054]",28,55
1545,"[0.03799183104564609, 0.10281385284631]",30,60
1546,"[0.4844728146034433, 0.898268398171526]",17,34
1547,"[0.6341618603829139, 0.06818181796859943]",4,7
1548,"[0.2968329878276878, 0.8409090908426785]",22,43
1549,"[0.41060323064490056, 0.0930735929167999]",14,27
1550,"[0.3200467970635637, 0.816017315894478]",20,39
1551,"[0.2897723774124876, 0.10281385284631]",21,42
1552,"[0.11844994971318822, 0.8409090908426785]",28,55
1553,"[0.3192463208895539, 0.10064935050304365]",20,38
1554,"[0.0762094374138224, 0.9025974025504645]",30,59
1555,"[0.8272818702432386, 0.7510822511331839]",2,4
1556,"[0.06785575008643904, 0.8961038959820569]",30,58
1557,"[0.42310297408072484, 0.12445887443340806]",16,32
1558,"[0.4945506044560977, 0.08333333344868118]",9,17
1559,"[0.6323351326977802, 0.11255411262202297]",2,3
1560,"[0.33223866504896754, 0.9145021643618496]",24,46
1561,"[0.18679830052321666, 0.020562770723059128]",25,49
1562,"[0.11101988875164998, 0.1168831168471643]",28,56
1563,"[0.7221731902038295, 0.754329004186692]",4,8
1564,"[0.1807434166017518, 0.08982683970949462]",25,49
1565,"[0.5159376860068399, 0.11363636363985903]",7,13
1566,"[0.2916401551761504, 0.03787878777742159]",22,42
1567,"[0.2815623653089121, 0.08008658008757877]",20,42
1568,"[0.6561441678171083, 0.8863636363601409]",11,21
1569,"[0.24272900802531108, 0.10281385284631]",23,44
1570,"[0.5159171609748673, 0.06818181796859943]",8,14
1571,"[0.2716693007148428, 0.12445887443340806]",20,39
1572,"[0.4851296155682292, 0.03896103879525764]",10,19
1573,"[0.03887440734754612, 0.1547619046245859]",31,60
1574,"[0.36197943392709303, 0.1266233767766744]",20,39
1575,"[0.43118983600704897, 0.8030303030652569]",16,31
1576,"[0.38572689395050347, 0.8279220777058631]",18,35
1577,"[0.3737197512382686, 0.07575757586243743]",15,29
1578,"[0.09437408920738483, 0.8495670994467583]",28,55
1579,"[0.08792922969302545, 0.8885281383958131]",29,57
1580,"[0.21584121837261117, 0.03787878777742159]",24,48
1581,"[0.22130087642520777, 0.83658008646374]",25,49
1582,"[0.10211202561934346, 0.8441558440499838]",29,57
1583,"[0.1108556885104535, 0.13528138522695707]",28,55
1584,"[0.6868290880784674, 0.05627705615721436]",2,2
